,Order ID,Product ID,Returned
251,CA-2016-145625,TEC-AC-10003832,Not
252,CA-2016-146941,OFF-ST-10001228,Not
253,CA-2016-146941,OFF-EN-10003296,Not
254,US-2015-159982,FUR-FU-10002505,Not
255,US-2015-159982,OFF-ST-10004804,Not
256,US-2015-159982,OFF-ST-10001590,Not
257,US-2015-159982,TEC-PH-10001580,Not
258,CA-2017-163139,TEC-AC-10000290,Not
259,CA-2017-163139,OFF-ST-10002790,Not
260,CA-2017-163139,OFF-BI-10003460,Not
261,US-2017-155299,OFF-AP-10002203,Not
262,US-2014-106992,TEC-MA-10000822,Not
263,US-2014-106992,TEC-MA-10003353,Not
264,CA-2016-125318,TEC-PH-10001433,Not
265,CA-2015-155040,TEC-AC-10004469,Not
266,CA-2017-136826,OFF-AR-10003602,Not
267,CA-2016-111010,OFF-FA-10003472,Not
268,US-2017-145366,OFF-ST-10004180,Not
269,US-2017-145366,OFF-EN-10004386,Not
270,CA-2017-163979,OFF-ST-10003208,Not
271,CA-2015-155334,TEC-AC-10003628,Not
272,CA-2015-155334,FUR-FU-10003274,Not
273,CA-2015-155334,OFF-BI-10002557,Not
274,CA-2017-118136,OFF-PA-10002615,Not
275,CA-2017-118136,OFF-AR-10001427,Not
276,CA-2017-132976,OFF-PA-10000673,Not
277,CA-2017-132976,OFF-PA-10004470,Not
278,CA-2017-132976,OFF-ST-10000876,Not
279,CA-2017-132976,OFF-LA-10002043,Not
280,US-2015-161991,OFF-BI-10004967,Not
281,US-2015-161991,TEC-PH-10001760,Not
282,CA-2015-130890,FUR-TA-10002903,Not
283,CA-2015-130883,OFF-PA-10000474,Not
284,CA-2015-130883,TEC-AC-10001956,Not
285,CA-2015-130883,OFF-PA-10004100,Not
286,CA-2016-112697,OFF-BI-10000778,Not
287,CA-2016-112697,OFF-AP-10002684,Not
288,CA-2016-112697,OFF-SU-10000646,Not
289,CA-2016-110772,OFF-FA-10002983,Not
290,CA-2016-110772,OFF-LA-10004689,Not
291,CA-2016-110772,TEC-AC-10002001,Not
292,CA-2016-110772,FUR-BO-10004709,Not
293,CA-2014-111451,FUR-FU-10004091,Not
294,CA-2014-111451,FUR-CH-10001891,Not
295,CA-2014-111451,FUR-FU-10002918,Not
296,CA-2014-111451,OFF-BI-10004593,Not
297,CA-2014-111451,OFF-FA-10004854,Not
298,CA-2016-142545,OFF-PA-10002105,Not
299,CA-2016-142545,OFF-ST-10002756,Not
300,CA-2016-142545,OFF-PA-10004243,Not
301,CA-2016-142545,FUR-FU-10001861,Not
302,CA-2016-142545,OFF-BI-10002706,Not
303,US-2017-152380,FUR-TA-10002533,Not
304,CA-2015-144253,FUR-FU-10002671,Not
305,CA-2014-130960,OFF-AR-10003651,Not
306,CA-2014-111003,OFF-BI-10001072,Not
307,CA-2014-111003,OFF-AR-10002135,Not
308,CA-2017-126774,OFF-AR-10002804,Not
309,CA-2016-142902,FUR-FU-10001918,Not
310,CA-2016-142902,FUR-CH-10004086,Not
311,CA-2016-142902,FUR-FU-10001756,Not
312,CA-2016-142902,OFF-LA-10000634,Not
313,CA-2014-120887,FUR-FU-10001588,Not
314,CA-2014-167850,TEC-PH-10002398,Not
315,CA-2014-167850,OFF-PA-10001937,Not
316,CA-2014-164259,OFF-AR-10003373,Not
317,CA-2014-164973,FUR-CH-10002602,Not
318,CA-2014-164973,TEC-MA-10002927,Not
319,CA-2014-164973,TEC-PH-10004093,Not
320,CA-2014-164973,TEC-AC-10000892,Not
321,CA-2014-164973,OFF-ST-10002974,Not
322,CA-2014-156601,OFF-FA-10000624,Not
323,CA-2016-162138,OFF-BI-10004593,Yes
324,CA-2016-162138,TEC-AC-10001908,Yes
325,CA-2017-153339,FUR-FU-10001967,Not
326,US-2016-141544,TEC-PH-10003645,Not
327,US-2016-141544,OFF-ST-10000675,Not
328,US-2016-141544,FUR-CH-10003312,Not
329,US-2016-141544,OFF-LA-10001074,Not
330,US-2016-141544,OFF-BI-10001524,Not
331,US-2016-150147,TEC-PH-10004614,Not
332,US-2016-150147,OFF-BI-10001153,Not
333,US-2016-150147,OFF-BI-10001982,Not
334,CA-2015-137946,OFF-BI-10001922,Not
335,CA-2015-137946,TEC-CO-10001449,Not
336,CA-2015-137946,OFF-BI-10004140,Not
337,CA-2014-129924,OFF-BI-10003314,Not
338,CA-2014-129924,FUR-TA-10004575,Not
339,CA-2015-128167,OFF-FA-10000490,Not
340,CA-2014-122336,OFF-AR-10000122,Not
341,CA-2014-122336,OFF-BI-10003656,Not
342,CA-2014-122336,OFF-FA-10002780,Not
343,CA-2014-122336,TEC-PH-10000702,Not
344,US-2015-120712,OFF-ST-10000107,Not
345,CA-2017-169901,TEC-PH-10002293,Not
346,CA-2017-134306,OFF-AR-10004027,Not
347,CA-2017-134306,OFF-PA-10000249,Not
348,CA-2017-134306,OFF-AR-10001374,Not
349,CA-2016-129714,TEC-AC-10000290,Not
350,CA-2016-129714,OFF-PA-10001970,Not
351,CA-2016-129714,OFF-BI-10002160,Not
353,CA-2016-129714,OFF-BI-10004995,Not
354,CA-2016-138520,FUR-BO-10002268,Not
355,CA-2016-138520,OFF-EN-10001137,Not
356,CA-2016-138520,OFF-AR-10002399,Not
357,CA-2016-138520,OFF-PA-10002713,Not
358,CA-2016-130001,OFF-PA-10002666,Not
359,CA-2017-155698,OFF-AP-10001124,Not
360,CA-2017-155698,OFF-LA-10001158,Not
361,CA-2017-144904,OFF-LA-10001158,Not
362,CA-2017-144904,FUR-CH-10000785,Not
363,CA-2017-144904,OFF-AR-10003732,Not
364,CA-2017-144904,FUR-FU-10000023,Not
365,CA-2014-123344,OFF-ST-10001713,Not
366,CA-2016-155516,OFF-BI-10002412,Not
367,CA-2016-155516,OFF-SU-10001225,Not
368,CA-2016-155516,OFF-ST-10002406,Not
369,CA-2016-155516,FUR-BO-10002545,Not
370,CA-2017-104745,OFF-PA-10002036,Not
371,CA-2017-104745,OFF-ST-10002205,Not
372,US-2014-119137,OFF-BI-10001982,Not
373,US-2014-119137,TEC-AC-10003911,Not
374,US-2014-119137,OFF-AR-10000658,Not
375,US-2014-119137,TEC-AC-10002076,Not
376,US-2016-134656,OFF-PA-10003039,Not
377,US-2017-134481,FUR-TA-10004915,Not
378,CA-2015-130792,OFF-AP-10000696,Not
379,CA-2015-130792,OFF-ST-10003327,Not
380,CA-2015-130792,OFF-BI-10000309,Not
381,CA-2016-134775,OFF-PA-10004734,Yes
382,CA-2016-134775,OFF-BI-10002225,Yes
383,CA-2015-125395,TEC-AC-10004708,Not
384,US-2015-168935,FUR-TA-10000617,Not
385,US-2015-168935,TEC-AC-10002335,Not
386,CA-2015-122756,TEC-MA-10001681,Not
387,CA-2015-122756,FUR-FU-10001935,Not
388,CA-2014-115973,OFF-AR-10004757,Not
389,CA-2017-101798,OFF-BI-10000050,Not
390,CA-2017-101798,TEC-AC-10001998,Not
391,US-2014-135972,TEC-PH-10003012,Not
392,US-2014-135972,TEC-CO-10002313,Not
393,US-2014-134971,OFF-BI-10003982,Not
394,CA-2017-102946,OFF-BI-10004492,Not
395,CA-2017-165603,OFF-ST-10000798,Not
396,CA-2017-165603,OFF-PA-10002552,Not
397,CA-2015-122259,OFF-SU-10002573,Not
398,CA-2016-108987,OFF-ST-10001580,Not
399,CA-2016-108987,FUR-BO-10004834,Not
400,CA-2016-108987,OFF-ST-10000934,Not
401,CA-2016-108987,TEC-AC-10000158,Not
402,CA-2014-113166,OFF-PA-10001947,Not
403,CA-2014-155208,OFF-AR-10003478,Not
404,CA-2017-117933,OFF-AP-10004249,Not
405,CA-2017-117457,TEC-AC-10000158,Not
406,CA-2017-117457,TEC-CO-10004115,Not
407,CA-2017-117457,OFF-PA-10003724,Not
408,CA-2017-117457,FUR-TA-10002041,Not
409,CA-2017-117457,OFF-PA-10002893,Not
410,CA-2017-117457,OFF-LA-10003766,Not
411,CA-2017-117457,OFF-PA-10001970,Not
412,CA-2017-117457,FUR-BO-10001972,Not
413,CA-2017-117457,FUR-CH-10003956,Not
414,CA-2017-142636,OFF-PA-10000157,Not
415,CA-2017-142636,FUR-CH-10001891,Not
416,CA-2017-122105,OFF-AR-10004344,Not
417,CA-2016-148796,FUR-CH-10004886,Yes
418,CA-2017-154816,OFF-PA-10003845,Not
419,CA-2017-110478,OFF-AR-10001573,Not
420,CA-2017-110478,OFF-EN-10000483,Not
421,CA-2014-142048,TEC-AC-10004114,Not
422,CA-2017-125388,FUR-FU-10004712,Not
423,CA-2017-125388,OFF-ST-10000918,Not
424,CA-2017-155705,FUR-CH-10000015,Not
425,CA-2017-149160,FUR-FU-10003347,Not
426,CA-2017-149160,OFF-BI-10001543,Not
427,CA-2014-101476,TEC-MA-10000029,Not
428,CA-2017-152275,OFF-AR-10000369,Not
429,US-2016-123750,OFF-BI-10004584,Not
430,US-2016-123750,TEC-AC-10004659,Not
432,US-2016-123750,OFF-ST-10000617,Not
433,CA-2016-127369,OFF-ST-10003306,Not
434,US-2014-150574,OFF-BI-10000773,Yes
435,US-2014-150574,TEC-AC-10002600,Yes
436,CA-2016-147375,TEC-MA-10002937,Yes
437,CA-2016-147375,OFF-PA-10001970,Yes
438,CA-2017-130043,OFF-PA-10002230,Not
439,CA-2017-157252,FUR-CH-10003396,Not
440,CA-2016-115756,FUR-FU-10000246,Not
441,CA-2016-115756,OFF-ST-10000060,Not
442,CA-2016-115756,OFF-ST-10003058,Not
443,CA-2016-115756,OFF-PA-10002222,Not
444,CA-2016-115756,FUR-CH-10002372,Not
445,CA-2016-115756,OFF-LA-10001317,Not
446,CA-2017-154214,FUR-FU-10000206,Yes
447,CA-2016-166674,OFF-AR-10000588,Not
448,CA-2016-166674,OFF-ST-10001469,Not
449,CA-2016-166674,OFF-AR-10001953,Not
450,CA-2016-166674,OFF-AR-10003156,Not
451,CA-2016-166674,OFF-AR-10004974,Not
452,CA-2016-166674,TEC-PH-10002365,Not
453,CA-2017-147277,FUR-TA-10001539,Not
454,CA-2017-147277,OFF-ST-10000142,Not
455,CA-2016-100153,TEC-AC-10001772,Not
456,US-2014-110674,FUR-CH-10000225,Not
457,US-2016-157945,FUR-CH-10002331,Not
458,US-2016-157945,OFF-EN-10001415,Not
459,CA-2015-109638,OFF-AP-10002472,Not
460,CA-2015-109638,TEC-AC-10004571,Not
461,CA-2015-109638,OFF-BI-10001098,Not
462,CA-2016-109869,FUR-FU-10000023,Yes
463,CA-2016-109869,FUR-TA-10001889,Yes
464,CA-2016-109869,OFF-BI-10000315,Yes
465,CA-2016-109869,OFF-SU-10003505,Yes
466,CA-2016-109869,OFF-AP-10002578,Yes
467,US-2015-101399,FUR-FU-10002918,Not
468,CA-2017-154907,FUR-BO-10002824,Not
469,US-2016-100419,OFF-BI-10002194,Not
470,CA-2015-154144,OFF-PA-10004071,Not
471,CA-2014-144666,OFF-ST-10002743,Not
472,CA-2014-144666,FUR-BO-10001601,Not
473,CA-2014-144666,TEC-PH-10002680,Not
474,CA-2014-144666,OFF-ST-10001321,Not
475,CA-2014-144666,OFF-PA-10001509,Not
476,CA-2014-144666,OFF-PA-10003465,Not
477,CA-2016-103891,TEC-PH-10000149,Not
478,CA-2016-152632,FUR-FU-10002671,Not
479,CA-2016-100790,OFF-AR-10003045,Not
480,CA-2016-100790,OFF-ST-10000689,Not
481,CA-2014-134677,TEC-AC-10001445,Not
482,CA-2014-127691,OFF-AR-10002053,Not
483,CA-2014-127691,TEC-AC-10002567,Not
484,CA-2017-140963,OFF-LA-10003923,Yes
485,CA-2017-140963,FUR-BO-10001337,Yes
486,CA-2017-140963,TEC-PH-10001924,Yes
487,CA-2014-154627,TEC-PH-10001363,Not
488,CA-2014-133753,TEC-PH-10000376,Not
489,CA-2014-133753,TEC-AC-10000303,Not
490,CA-2014-133753,OFF-AR-10001953,Not
491,CA-2014-113362,OFF-ST-10001809,Not
492,CA-2014-113362,OFF-EN-10003845,Not
493,CA-2016-169166,TEC-AC-10000991,Not
494,US-2016-120929,FUR-TA-10001857,Not
495,CA-2015-134782,OFF-EN-10001434,Not
496,CA-2016-126158,OFF-BI-10002498,Not
497,CA-2016-126158,FUR-FU-10004864,Not
498,CA-2016-126158,FUR-CH-10002602,Not
499,CA-2016-126158,FUR-FU-10000073,Not
500,US-2016-105578,OFF-BI-10001670,Yes
501,US-2016-105578,OFF-BI-10001658,Yes
502,US-2016-105578,FUR-CH-10001215,Yes
503,US-2016-105578,OFF-BI-10000831,Yes
504,US-2016-105578,OFF-PA-10000357,Yes
505,CA-2017-134978,OFF-BI-10003274,Not
506,CA-2015-145352,OFF-AR-10001662,Not
507,CA-2015-145352,OFF-AR-10003856,Not
508,CA-2015-145352,OFF-ST-10001228,Not
509,CA-2015-145352,OFF-BI-10003527,Not
510,CA-2017-135307,FUR-FU-10001290,Not
511,CA-2017-135307,TEC-AC-10002399,Not
512,CA-2016-106341,OFF-AR-10002053,Not
513,CA-2017-163405,OFF-AR-10003811,Not
514,CA-2017-163405,OFF-AR-10001246,Not
515,CA-2017-127432,TEC-CO-10003236,Not
516,CA-2017-127432,OFF-ST-10004507,Not
517,CA-2017-127432,OFF-PA-10001667,Not
518,CA-2017-127432,OFF-ST-10004459,Not
519,CA-2015-157812,TEC-AC-10000171,Yes
520,CA-2015-157812,OFF-ST-10000736,Yes
521,CA-2015-157812,OFF-BI-10000285,Yes
522,CA-2017-145142,FUR-TA-10001857,Not
523,US-2016-139486,TEC-PH-10003555,Not
524,US-2016-139486,TEC-AC-10003832,Not
525,CA-2015-158792,OFF-FA-10002815,Not
526,CA-2017-113558,FUR-CH-10003379,Not
527,CA-2017-113558,FUR-FU-10001756,Not
528,US-2015-138303,OFF-ST-10004963,Not
529,US-2015-138303,OFF-SU-10002881,Not
530,US-2015-138303,OFF-EN-10001335,Not
531,CA-2015-102848,FUR-CH-10000595,Not
532,US-2017-129441,FUR-FU-10000448,Not
533,CA-2016-168753,TEC-PH-10000984,Not
534,CA-2016-168753,OFF-BI-10002557,Not
535,CA-2016-126613,OFF-ST-10001325,Not
536,US-2017-122637,OFF-BI-10002429,Not
537,CA-2015-147851,OFF-BI-10004528,Not
538,CA-2015-134894,OFF-AP-10001271,Not
539,CA-2015-134894,FUR-CH-10002647,Not
540,CA-2014-140795,TEC-AC-10001432,Not
541,CA-2016-136924,TEC-PH-10002262,Yes
542,US-2015-120161,OFF-ST-10001809,Not
543,CA-2014-103849,TEC-AC-10001465,Not
544,CA-2014-103849,TEC-PH-10002597,Not
545,CA-2014-103849,FUR-FU-10000723,Not
546,CA-2017-162929,OFF-BI-10000404,Not
547,CA-2017-162929,OFF-PA-10002986,Not
548,CA-2015-113173,OFF-ST-10000604,Not
549,CA-2015-113173,OFF-BI-10004738,Not
550,CA-2015-113173,OFF-SU-10001935,Not
551,CA-2016-136406,FUR-CH-10002024,Not
552,CA-2017-112774,FUR-FU-10003039,Not
553,CA-2017-101945,OFF-FA-10004248,Not
554,CA-2017-100650,OFF-ST-10001780,Not
555,CA-2014-155852,OFF-AR-10003560,Not
556,CA-2016-113243,OFF-LA-10001297,Not
557,CA-2016-113243,FUR-TA-10004256,Not
558,CA-2016-113243,OFF-PA-10003441,Not
559,CA-2017-118731,FUR-FU-10003347,Not
560,CA-2017-118731,OFF-BI-10000069,Not
561,CA-2014-145576,OFF-AP-10003914,Not
